"SmallMolecule","Cell","Time Point (hrs)","Concentration (μM)","Endpoint","Value",
"Taxol","IA-LM","48","0.41","Cell cycle: percent interphase","1.72",
"Taxol","KMRC-20","72","1.23","Cell cycle: percent mitosis","1.72",
"Taxol","JHH-6","72","0.02","Cell cycle: percent mitosis","1.72",
"Taxol","Calu-1","48","1.23","Cell cycle: percent mitosis","1.72",
"Taxol","KYSE-180","48","0.41","Cell cycle: percent mitosis","1.71",
"Taxol","IA-LM","48","3.7","Cell cycle: percent mitosis","1.71",
"Taxol","KYSE-140","72","11.11","Cell cycle: percent mitosis","1.71",
"Taxol","CAL-51","48","0.05","Cell cycle: percent mitosis","1.71",
"Taxol","IST-MEL1","48","0.05","Cell cycle: percent mitosis","1.7",
"Taxol","647-V","48","0.02","Cell cycle: percent mitosis","1.7",
"Taxol","5637","48","0.05","Cell cycle: percent mitosis","1.7",
"Taxol","SNB75","72","0.41","Cell cycle: percent mitosis","1.67",
"Taxol","SK-MES","24","0.41","Cell cycle: percent mitosis","1.67",
"Taxol","FU97","48","0.41","Cell cycle: percent non-arrested","1.67",
"Taxol","Calu-1","48","0.05","Cell cycle: percent mitosis","1.67",
"Taxol","Calu-1","48","0.41","Cell cycle: percent mitosis","1.67",
"Taxol","Calu-1","24","0.02","Cell cycle: percent non-arrested","1.67",
"Taxol","Ca9-22","48","0.05","Cell cycle: percent mitosis","1.67",
"Taxol","SK-LMS-1","72","33.33","Cell cycle: percent mitosis","1.66",
"Taxol","KATO III","48","0.01","Cell cycle: percent mitosis","1.66",
"Taxol","JHH-6","72","0.14","Cell cycle: percent mitosis","1.66",
"Taxol","Calu-1","72","11.11","Cell cycle: percent mitosis","1.66",
"Taxol","KMRC-20","48","0.01","Cell cycle: percent mitosis","1.65",
"Taxol","Calu-1","72","0.14","Cell cycle: percent mitosis","1.65",
"Taxol","PC-9","72","0.41","Cell cycle: percent mitosis","1.65",
"Taxol","KYSE-140","48","0.05","Cell cycle: percent mitosis","1.64",
"Taxol","IA-LM","72","1.23","Cell cycle: percent mitosis","1.64",
"Taxol","COLO-800","72","11.11","Cell cycle: percent non-arrested","1.64",
"Taxol","COLO-800","72","11.11","Cell cycle: percent interphase","1.64",
"Taxol","KYSE-180","72","0.14","Cell cycle: percent mitosis","1.63",
"Taxol","KYSE-140","48","0.41","Cell cycle: percent mitosis","1.63",
"Taxol","SK-MES","48","11.11","Cell cycle: percent mitosis","1.62",
"Taxol","KYSE-180","48","0.14","Cell cycle: percent mitosis","1.61",
"Taxol","PC-9","72","0.14","Cell cycle: percent mitosis","1.6",
"Taxol","NCI-H1703","24","0.05","Cell cycle: percent mitosis","1.59",
"Taxol","KYSE-140","24","11.11","Cell cycle: percent non-arrested","1.59",
"Taxol","5637","72","3.7","Cell cycle: percent mitosis","1.59",
"Taxol","SK-MES","48","11.11","Cell cycle: percent mitosis","1.58",
"Taxol","KYSE-180","48","0.05","Cell cycle: percent mitosis","1.58",
"Taxol","JHH-6","72","0.05","Cell cycle: percent mitosis","1.58",
"Taxol","SK-MES","48","1.23","Cell cycle: percent mitosis","1.57",
"Taxol","JHH-6","72","0.41","Cell cycle: percent mitosis","1.57",
"Taxol","647-V","72","11.11","Cell cycle: percent mitosis","1.57",
"Taxol","NCI-H1703","48","1.23","Cell cycle: percent mitosis","1.56",
"Taxol","CAL-51","48","0.02","Cell cycle: percent mitosis","1.56",
"Taxol","647-V","48","0.05","Cell cycle: percent mitosis","1.56",
"Taxol","SK-LMS-1","72","3.7","Cell cycle: percent mitosis","1.55",
"Taxol","KMRC-20","48","0.41","Cell cycle: percent mitosis","1.55",
"Taxol","Ca9-22","48","0.02","Cell cycle: percent mitosis","1.55",
"Taxol","NCI-H1703","72","0.41","Cell cycle: percent mitosis","1.54",
"Taxol","IST-MEL1","24","33.33","Cell cycle: percent mitosis","1.54",
"Taxol","COLO-800","24","0.14","Cell cycle: percent mitosis","1.54",
"Taxol","KYSE-140","24","0.02","Cell cycle: percent non-arrested","1.54",
"Taxol","KMRC-20","72","3.7","Cell cycle: percent mitosis","1.54",
"Taxol","KMRC-20","72","11.11","Cell cycle: percent mitosis","1.54",
"Taxol","JHH-6","48","1.23","Cell cycle: percent mitosis","1.54",
"Taxol","A375.S2","48","1.23","Cell cycle: percent mitosis","1.54",
"Taxol","KYSE-180","72","33.33","Cell cycle: percent mitosis","1.53",
"Taxol","IA-LM","48","0.02","Cell cycle: percent mitosis","1.53",
"Taxol","NCI-H1703","24","11.11","Cell cycle: percent mitosis","1.52",
"Taxol","COLO-800","72","0.02","Cell cycle: percent non-arrested","1.52",
"Taxol","COLO-800","72","0.02","Cell cycle: percent interphase","1.52",
"Taxol","SK-MES","24","0.01","Cell cycle: percent mitosis","1.51",
"Taxol","NCI-H810","48","33.33","Cell cycle: percent mitosis","1.51",
"Taxol","KYSE-150","72","3.7","Cell cycle: percent mitosis","1.51",
"Taxol","Calu-1","72","0.01","Cell cycle: percent mitosis","1.51",
"Taxol","SK-LMS-1","48","0.01","Cell cycle: percent mitosis","1.5",
"Taxol","IA-LM","48","0.41","Cell cycle: percent mitosis","1.49",
"Taxol","HUTU-80","48","0.05","Cell cycle: percent mitosis","1.49",
"Taxol","IA-LM","48","0.05","Cell cycle: percent interphase","1.48",
"Taxol","PC-9","72","0.01","Cell cycle: percent mitosis","1.48",
"Taxol","SJCRH30","72","1.23","Cell cycle: percent non-arrested","1.47",
"Taxol","SJCRH30","72","1.23","Cell cycle: percent interphase","1.47",
"Taxol","NCI-H1703","72","3.7","Cell cycle: percent mitosis","1.47",
"Taxol","KYSE-180","48","1.23","Cell cycle: percent mitosis","1.47",
"Taxol","IST-MEL1","48","0.05","Cell cycle: percent mitosis","1.47",
"Taxol","IA-LM","48","0.05","Cell cycle: percent mitosis","1.47",
"Taxol","HLF","24","0.01","Cell cycle: percent mitosis","1.47",
"Taxol","A375.S2","48","0.02","Cell cycle: percent mitosis","1.47",
"Taxol","FU97","72","0.02","Cell cycle: percent mitosis","1.46",
"Taxol","CAL-51","72","0.02","Cell cycle: percent mitosis","1.46",
"Taxol","IA-LM","72","0.02","Cell cycle: percent mitosis","1.45",
"Taxol","HUTU-80","72","0.14","Cell cycle: percent mitosis","1.45",
"Taxol","Calu-1","48","1.23","Cell cycle: percent mitosis","1.45",
"Taxol","KYSE-140","72","3.7","Cell cycle: percent mitosis","1.44",
"Taxol","KYSE-180","72","0.41","Cell cycle: percent mitosis","1.42",
"Taxol","KYSE-140","72","0.01","Cell cycle: percent mitosis","1.42",
"Taxol","647-V","72","0.05","Cell cycle: percent mitosis","1.42",
"Taxol","SK-LMS-1","72","0.14","Cell cycle: percent mitosis","1.4",
"Taxol","SK-LMS-1","72","0.41","Cell cycle: percent mitosis","1.4",
"Taxol","NCI-H1703","24","0.01","Cell cycle: percent mitosis","1.4",
"Taxol","SJCRH30","24","0.02","Cell cycle: percent mitosis","1.39",
"Taxol","KYSE-140","72","11.11","Cell cycle: percent mitosis","1.39",
"Taxol","647-V","72","11.11","Cell cycle: percent mitosis","1.39",
"Taxol","5637","48","1.23","Cell cycle: percent mitosis","1.39",
"Taxol","KYSE-140","24","0.01","Cell cycle: percent non-arrested","1.38",
"Taxol","KYSE-140","72","0.01","Cell cycle: percent mitosis","1.38",
"Taxol","Calu-1","48","0.02","Cell cycle: percent mitosis","1.38",
"Taxol","AGS","48","0.01","Cell cycle: percent mitosis","1.37",
"Taxol","KYSE-140","48","33.33","Cell cycle: percent mitosis","1.36",
"Taxol","IA-LM","72","0.14","Cell cycle: percent mitosis","1.36",
"Taxol","SK-MES","48","33.33","Cell cycle: percent non-arrested","1.35",
"Taxol","SK-MES","48","33.33","Cell cycle: percent mitosis","1.35",
"Taxol","647-V","72","0.05","Cell cycle: percent mitosis","1.35",
"Taxol","PC-9","48","1.23","Cell cycle: percent mitosis","1.35",
"Taxol","KYSE-140","24","0.02","Cell cycle: percent non-arrested","1.34",
"Taxol","Ca9-22","48","11.11","Cell cycle: percent mitosis","1.34",
"Taxol","SJCRH30","24","0.05","Cell cycle: percent mitosis","1.33",
"Taxol","KYSE-180","48","33.33","Cell cycle: percent mitosis","1.33",
"Taxol","IA-LM","48","1.23","Cell cycle: percent mitosis","1.33",
"Taxol","KMRC-20","72","0.01","Cell cycle: percent mitosis","1.33",
"Taxol","FU97","72","0.01","Cell cycle: percent mitosis","1.33",
"Taxol","A375.S2","24","0.01","Cell cycle: percent non-arrested","1.33",
"Taxol","5637","48","0.41","Cell cycle: percent mitosis","1.33",
"Taxol","SK-LMS-1","72","11.11","Cell cycle: percent mitosis","1.32",
"Taxol","KYSE-180","48","0.02","Cell cycle: percent mitosis","1.31",
"Taxol","AGS","48","0.01","Cell cycle: percent mitosis","1.31",
"Taxol","SJCRH30","24","1.23","Cell cycle: percent mitosis","1.3",
"Taxol","IA-LM","48","3.7","Cell cycle: percent mitosis","1.3",
"Taxol","PC-9","72","0.14","Cell cycle: percent mitosis","1.29",
"Taxol","Ca9-22","48","0.41","Cell cycle: percent mitosis","1.27",
"Taxol","IA-LM","72","0.02","Cell cycle: percent mitosis","1.26",
"Taxol","JHH-6","72","1.23","Cell cycle: percent mitosis","1.26",
"Taxol","Ca9-22","48","0.14","Cell cycle: percent mitosis","1.26",
"Taxol","SK-LMS-1","72","0.01","Cell cycle: percent mitosis","1.25",
"Taxol","KYSE-180","72","0.01","Cell cycle: percent mitosis","1.25",
"Taxol","IST-MEL1","24","0.01","Cell cycle: percent mitosis","1.24",
"Taxol","Ca9-22","48","0.14","Cell cycle: percent mitosis","1.24",
"Taxol","FU97","48","0.05","Cell cycle: percent non-arrested","1.23",
"Taxol","FU97","48","0.05","Cell cycle: percent mitosis","1.23",
"Taxol","Ca9-22","48","0.05","Cell cycle: percent mitosis","1.23",
"Taxol","Ca9-22","48","3.7","Cell cycle: percent mitosis","1.22",
"Taxol","NCI-H1703","24","0.02","Cell cycle: percent mitosis","1.21",
"Taxol","KYSE-180","72","33.33","Cell cycle: percent mitosis","1.21",
"Taxol","JHH-6","72","1.23","Cell cycle: percent mitosis","1.21",
"Taxol","FU97","72","3.7","Cell cycle: percent mitosis","1.21",
"Taxol","5637","72","0.41","Cell cycle: percent mitosis","1.21",
"Taxol","SK-LMS-1","72","0.01","Cell cycle: percent mitosis","1.2",
"Taxol","SJCRH30","24","0.41","Cell cycle: percent mitosis","1.2",
"Taxol","KYSE-140","48","1.23","Cell cycle: percent mitosis","1.2",
"Taxol","KYSE-140","48","0.05","Cell cycle: percent mitosis","1.2",
"Taxol","HUTU-80","72","11.11","Cell cycle: percent mitosis","1.2",
"Taxol","FU97","48","11.11","Cell cycle: percent mitosis","1.2",
"Taxol","SK-LMS-1","72","1.23","Cell cycle: percent mitosis","1.19",
"Taxol","KYSE-140","72","0.01","Cell cycle: percent mitosis","1.19",
"Taxol","PC-9","48","0.01","Cell cycle: percent mitosis","1.19",
"Taxol","SNB75","48","0.14","Cell cycle: percent mitosis","1.18",
"Taxol","KYSE-140","24","0.01","Cell cycle: percent mitosis","1.18",
"Taxol","IA-LM","48","1.23","Cell cycle: percent interphase","1.18",
"Taxol","Ishikawa (Heraklio) 02 ER-","48","0.01","Cell cycle: percent non-arrested","1.18",
"Taxol","PC-9","48","0.01","Cell cycle: percent mitosis","1.18",
"Taxol","SK-LMS-1","48","33.33","Cell cycle: percent mitosis","1.17",
"Taxol","NCI-H1703","24","0.02","Cell cycle: percent mitosis","1.16",
"Taxol","KYSE-140","48","1.23","Cell cycle: percent mitosis","1.16",
"Taxol","KATO III","48","0.01","Cell cycle: percent mitosis","1.16",
"Taxol","FU97","72","0.02","Cell cycle: percent mitosis","1.16",
"Taxol","Ca9-22","48","0.01","Cell cycle: percent mitosis","1.16",
"Taxol","PC-9","72","0.05","Cell cycle: percent mitosis","1.16",
"Taxol","NCI-H1703","48","1.23","Cell cycle: percent mitosis","1.15",
"Taxol","NCI-H1703","24","11.11","Cell cycle: percent mitosis","1.15",
"Taxol","IA-LM","48","0.02","Cell cycle: percent mitosis","1.15",
"Taxol","Calu-1","72","1.23","Cell cycle: percent mitosis","1.15",
"Taxol","FU97","72","0.05","Cell cycle: percent mitosis","1.14",
"Taxol","FU97","72","11.11","Cell cycle: percent mitosis","1.14",
"Taxol","CAL-51","24","0.01","Cell cycle: percent mitosis","1.14",
"Taxol","SK-MES","48","1.23","Cell cycle: percent mitosis","1.13",
"Taxol","NCI-H1703","24","33.33","Cell cycle: percent mitosis","1.13",
"Taxol","IA-LM","72","0.41","Cell cycle: percent mitosis","1.13",
"Taxol","Calu-1","72","1.23","Cell cycle: percent mitosis","1.13",
"Taxol","KYSE-140","48","0.02","Cell cycle: percent mitosis","1.12",
"Taxol","IST-MEL1","48","0.41","Cell cycle: percent mitosis","1.12",
"Taxol","5637","48","0.41","Cell cycle: percent mitosis","1.12",
"Taxol","NCI-H1703","24","0.01","Cell cycle: percent mitosis","1.11",
"Taxol","IA-LM","48","0.41","Cell cycle: percent interphase","1.11",
"Taxol","Ishikawa","48","0.01","Cell cycle: percent mitosis","1.11",
"Taxol","Calu-1","48","0.01","Cell cycle: percent non-arrested","1.11",
"Taxol","KYSE-180","48","0.01","Cell cycle: percent mitosis","1.1",
"Taxol","IA-LM","48","0.41","Cell cycle: percent non-arrested","1.1",
"Taxol","IA-LM","48","0.41","Cell cycle: percent mitosis","1.1",
"Taxol","KMRC-20","48","0.14","Cell cycle: percent mitosis","1.1",
"Taxol","SJCRH30","72","33.33","Cell cycle: percent non-arrested","1.09",
"Taxol","SJCRH30","72","33.33","Cell cycle: percent interphase","1.09",
"Taxol","NCI-H1703","48","3.7","Cell cycle: percent mitosis","1.09",
"Taxol","IA-LM","48","0.14","Cell cycle: percent mitosis","1.09",
"Taxol","IA-LM","48","0.05","Cell cycle: percent mitosis","1.09",
"Taxol","KYSE-180","72","0.01","Cell cycle: percent mitosis","1.08",
"Taxol","SK-MES","48","33.33","Cell cycle: percent mitosis","1.07",
"Taxol","SK-LMS-1","72","0.02","Cell cycle: percent mitosis","1.07",
"Taxol","KATO III","72","0.14","Cell cycle: percent mitosis","1.07",
"Taxol","HLF","24","0.01","Cell cycle: percent non-arrested","1.07",
"Taxol","Ca9-22","48","1.23","Cell cycle: percent mitosis","1.07",
"Taxol","NCI-H1703","72","0.02","Cell cycle: percent mitosis","1.05",
"Taxol","NCI-H1703","48","0.05","Cell cycle: percent mitosis","1.05",
"Taxol","IA-LM","48","1.23","Cell cycle: percent mitosis","1.05",
"Taxol","KYSE-140","24","0.01","Cell cycle: percent non-arrested","1.05",
"Taxol","FU97","72","1.23","Cell cycle: percent mitosis","1.05",
"Taxol","Calu-1","72","0.41","Cell cycle: percent mitosis","1.05",
"Taxol","NCI-H1703","24","33.33","Cell cycle: percent mitosis","1.03",
"Taxol","SK-LMS-1","48","11.11","Cell cycle: percent mitosis","1.02",
"Taxol","Calu-1","72","0.05","Cell cycle: percent mitosis","1.02",
"Taxol","Ca9-22","48","0.41","Cell cycle: percent mitosis","1.02",
"Taxol","NCI-H1703","24","3.7","Cell cycle: percent mitosis","1.01",
"Taxol","KYSE-180","72","0.14","Cell cycle: percent mitosis","1.01",
"Taxol","647-V","72","0.41","Cell cycle: percent mitosis","1.01",
"Taxol","5637","48","1.23","Cell cycle: percent mitosis","1.01",
"Taxol","NCI-H810","72","33.33","Cell cycle: percent mitosis","1",
"Taxol","KYSE-140","48","33.33","Cell cycle: percent mitosis","1",
"Taxol","IST-MEL1","72","11.11","Cell cycle: percent mitosis","1",
"Taxol","SK-LMS-1","72","3.7","Cell cycle: percent mitosis","0.99",
"Taxol","5637","72","0.02","Cell cycle: percent mitosis","0.99",
"Taxol","SK-MES","48","0.14","Cell cycle: percent mitosis","0.98",
"Taxol","SK-MES","24","11.11","Cell cycle: percent mitosis","0.98",
"Taxol","SJCRH30","48","0.01","Cell cycle: percent non-arrested","0.98",
"Taxol","SJCRH30","48","0.01","Cell cycle: percent interphase","0.98",
"Taxol","CAL-51","72","0.05","Cell cycle: percent mitosis","0.98",
"Taxol","SK-MES","48","0.05","Cell cycle: percent non-arrested","0.97",
"Taxol","COLO-800","24","1.23","Cell cycle: percent mitosis","0.97",
"Taxol","647-V","48","0.05","Cell cycle: percent mitosis","0.97",
"Taxol","KYSE-140","48","0.01","Cell cycle: percent mitosis","0.96",
"Taxol","KYSE-140","24","0.01","Cell cycle: percent mitosis","0.95",
"Taxol","JHH-6","48","0.01","Cell cycle: percent mitosis","0.95",
"Taxol","SJCRH30","24","1.23","Cell cycle: percent mitosis","0.94",
"Taxol","SJCRH30","24","3.7","Cell cycle: percent mitosis","0.94",
"Taxol","NCI-H1703","72","0.02","Cell cycle: percent mitosis","0.94",
"Taxol","KYSE-140","48","0.02","Cell cycle: percent mitosis","0.94",
"Taxol","IA-LM","72","0.14","Cell cycle: percent mitosis","0.94",
"Taxol","KYSE-140","48","11.11","Cell cycle: percent mitosis","0.93",
"Taxol","HLF","48","0.01","Cell cycle: percent mitosis","0.93",
"Taxol","HLF","24","0.01","Cell cycle: percent non-arrested","0.93",
"Taxol","CAL-51","72","0.01","Cell cycle: percent mitosis","0.93",
"Taxol","SJCRH30","48","0.14","Cell cycle: percent mitosis","0.92",
"Taxol","PC-9","48","33.33","Cell cycle: percent mitosis","0.92",
"Taxol","NCI-H1703","72","11.11","Cell cycle: percent mitosis","0.9",
"Taxol","PC-9","48","1.23","Cell cycle: percent mitosis","0.9",
"Taxol","Ca9-22","48","1.23","Cell cycle: percent mitosis","0.89",
"Taxol","647-V","72","3.7","Cell cycle: percent mitosis","0.89",
"Taxol","SK-MES","48","33.33","Cell cycle: percent interphase","0.88",
"Taxol","SJCRH30","72","3.7","Cell cycle: percent non-arrested","0.88",
"Taxol","SJCRH30","72","3.7","Cell cycle: percent interphase","0.88",
"Taxol","IA-LM","72","1.23","Cell cycle: percent mitosis","0.88",
"Taxol","5637","72","3.7","Cell cycle: percent mitosis","0.88",
"Taxol","SK-LMS-1","48","1.23","Cell cycle: percent mitosis","0.87",
"Taxol","647-V","72","3.7","Cell cycle: percent mitosis","0.87",
"Taxol","SK-MES","48","0.14","Cell cycle: percent non-arrested","0.86",
"Taxol","HUTU-80","48","1.23","Cell cycle: percent mitosis","0.85",
"Taxol","Calu-1","48","0.01","Cell cycle: percent non-arrested","0.85",
"Taxol","5637","72","0.14","Cell cycle: percent mitosis","0.85",
"Taxol","SK-MES","48","0.02","Cell cycle: percent mitosis","0.84",
"Taxol","SK-LMS-1","24","0.01","Cell cycle: percent mitosis","0.84",
"Taxol","SK-LMS-1","48","0.02","Cell cycle: percent mitosis","0.84",
"Taxol","IST-MEL1","72","0.02","Cell cycle: percent mitosis","0.82",
"Taxol","A375.S2","24","0.01","Cell cycle: percent non-arrested","0.82",
"Taxol","SK-MES","48","0.05","Cell cycle: percent non-arrested","0.81",
"Taxol","SJCRH30","24","11.11","Cell cycle: percent mitosis","0.81",
"Taxol","IST-MEL1","24","0.01","Cell cycle: percent mitosis","0.81",
"Taxol","SK-MES","48","0.02","Cell cycle: percent mitosis","0.8",
"Taxol","NCI-H1703","48","0.01","Cell cycle: percent mitosis","0.8",
"Taxol","KATO III","72","0.02","Cell cycle: percent mitosis","0.8",
"Taxol","CAL-51","72","0.01","Cell cycle: percent mitosis","0.8",
"Taxol","IST-MEL1","72","3.7","Cell cycle: percent mitosis","0.79",
"Taxol","IST-MEL1","72","0.02","Cell cycle: percent mitosis","0.79",
"Taxol","HUTU-80","48","0.41","Cell cycle: percent mitosis","0.79",
"Taxol","IST-MEL1","72","11.11","Cell cycle: percent mitosis","0.78",
"Taxol","647-V","72","0.01","Cell cycle: percent mitosis","0.78",
"Taxol","5637","72","11.11","Cell cycle: percent mitosis","0.77",
"Taxol","SK-LMS-1","72","0.14","Cell cycle: percent mitosis","0.76",
"Taxol","SK-LMS-1","48","0.01","Cell cycle: percent mitosis","0.76",
"Taxol","COLO-800","24","11.11","Cell cycle: percent mitosis","0.76",
"Taxol","Ca9-22","48","0.01","Cell cycle: percent mitosis","0.76",
"Taxol","SK-LMS-1","72","0.41","Cell cycle: percent mitosis","0.75",
"Taxol","SK-LMS-1","72","1.23","Cell cycle: percent mitosis","0.75",
"Taxol","SNB75","24","3.7","Cell cycle: percent mitosis","0.74",
"Taxol","SK-MES","24","1.23","Cell cycle: percent mitosis","0.73",
"Taxol","SJCRH30","24","33.33","Cell cycle: percent mitosis","0.73",
"Taxol","IST-MEL1","24","0.14","Cell cycle: percent mitosis","0.73",
"Taxol","647-V","72","0.01","Cell cycle: percent mitosis","0.73",
"Taxol","SK-MES","48","0.41","Cell cycle: percent non-arrested","0.72",
"Taxol","SK-MES","48","0.05","Cell cycle: percent mitosis","0.72",
"Taxol","KYSE-140","48","0.01","Cell cycle: percent mitosis","0.72",
"Taxol","SK-MES","48","11.11","Cell cycle: percent non-arrested","0.71",
"Taxol","SNB75","72","0.02","Cell cycle: percent mitosis","0.7",
"Taxol","5637","72","0.14","Cell cycle: percent mitosis","0.7",
"Taxol","SNB75","24","1.23","Cell cycle: percent mitosis","0.69",
"Taxol","IA-LM","72","0.05","Cell cycle: percent mitosis","0.69",
